condition_key,drug,rank,rank_by_rating,score,shrunk_rating,mean_rating,n_reviews,positive_rate,mean_useful
psoriatic arthritis,Remicade,9,4,47.5091,7.8656,8.8182,11,0.9091,19.4545
psoriatic arthritis,Ustekinumab,10,9,44.887,6.5564,6.1538,13,0.6154,14.7692
psoriatic arthritis,Golimumab,11,10,43.5178,6.3564,5.7692,13,0.4615,16.9231
psoriatic arthritis,Simponi,12,11,43.5178,6.3564,5.7692,13,0.4615,16.9231
psoriatic arthritis,Stelara,13,7,43.4957,6.7462,6.5,12,0.6667,15.8333
psoriatic arthritis,Sulfasalazine,14,14,40.5406,6.2879,5.5833,12,0.5,27.9167
psoriatic arthritis,Cosentyx,15,17,26.948,5.1862,2.7778,9,0.2222,8.7778
psychosis,Haloperidol,1,2,104.68,7.2747,7.3714,35,0.7714,18.8286
psychosis,Haldol,2,1,49.4058,7.6629,8.3333,12,0.8333,38.6667
psychosis,Perphenazine,3,5,32.3248,6.7955,6.5,8,0.625,10.375
psychosis,Fluphenazine,4,6,29.198,6.7847,6.4286,7,0.7143,14.4286
psychosis,Fanapt,5,3,26.1773,6.8283,6.5,6,0.5,20.3333
psychosis,Iloperidone,6,4,26.1773,6.8283,6.5,6,0.5,20.3333
pulmonary embolism,Rivaroxaban,1,2,99.7889,6.7898,6.7222,36,0.6944,23.7222
pulmonary embolism,Xarelto,2,3,92.6799,6.7313,6.6364,33,0.6667,25.6667
pulmonary embolism,Apixaban,3,1,31.2366,7.2584,7.7143,7,0.7143,25.7143
pulmonary hypertension,Ambrisentan,1,2,41.8968,7.4504,8.0,10,0.8,16.3
pulmonary hypertension,Treprostinil,2,4,40.8743,7.2686,7.6,10,0.9,6.8
pulmonary hypertension,Letairis,3,1,40.3096,7.7576,8.7778,9,0.8889,18.1111
pulmonary hypertension,Tyvaso,4,3,38.5775,7.4242,8.0,9,1.0,7.5556
pulmonary hypertension,Revatio,5,5,31.6113,6.6455,6.125,8,0.625,21.625
pulmonary hypertension,Sildenafil,6,6,31.6113,6.6455,6.125,8,0.625,21.625
pulmonary hypertension,Selexipag,7,10,23.4086,6.1061,4.3333,6,0.1667,6.1667
pulmonary hypertension,Adcirca,8,7,21.8145,6.5241,5.4,5,0.4,10.8
pulmonary hypertension,Tadalafil,9,8,21.8145,6.5241,5.4,5,0.4,10.8
pulmonary hypertension,Uptravi,10,9,20.6344,6.1711,4.2,5,0.2,7.4
raynaud s syndrome,Nifedipine,1,1,100.574,7.4752,7.6562,32,0.7812,21.0625
raynaud s syndrome,Procardia,2,2,23.5847,7.0535,7.2,5,0.6,26.8
reflex sympathetic dystrophy syndrome,Gabapentin,1,3,54.5371,6.5141,6.1765,17,0.5294,7.0588
reflex sympathetic dystrophy syndrome,Pregabalin,2,2,51.1948,7.0734,7.1429,14,0.7857,11.2143
reflex sympathetic dystrophy syndrome,Lyrica,3,4,33.6288,6.4719,5.7778,9,0.6667,11.7778
reflex sympathetic dystrophy syndrome,Trazodone,4,1,31.01,7.2057,7.5714,7,0.7143,29.0
renal cell carcinoma,Pazopanib,1,1,125.1282,8.0178,8.3333,39,0.8205,53.359
renal cell carcinoma,Votrient,2,2,108.896,7.9091,8.2424,33,0.8182,62.1818
renal cell carcinoma,Sunitinib,3,3,65.5149,7.497,7.8333,18,0.8333,51.1667
renal cell carcinoma,Sutent,4,4,59.6883,7.461,7.8125,16,0.8125,56.6875
restless legs syndrome,Ropinirole,1,15,327.1647,6.6854,6.6648,179,0.6201,22.1508
restless legs syndrome,Pramipexole,2,11,269.538,7.3426,7.377,122,0.7049,29.041
restless legs syndrome,Tramadol,3,1,227.2471,8.3395,8.5366,82,0.8902,30.8415
restless legs syndrome,Mirapex,4,7,205.5385,7.6838,7.7875,80,0.7625,38.8375
restless legs syndrome,Gabapentin,5,6,184.0851,7.7739,7.9118,68,0.7941,51.8382
restless legs syndrome,Requip,6,16,175.2416,6.6768,6.6282,78,0.6154,36.3462
restless legs syndrome,Clonazepam,7,5,128.5972,7.7946,8.0238,42,0.7619,42.8333
restless legs syndrome,Neupro,8,2,89.4153,7.9975,8.48,25,0.88,24.08
restless legs syndrome,Rotigotine,9,3,89.4153,7.9975,8.48,25,0.88,24.08
restless legs syndrome,Carbidopa / levodopa,10,4,74.1548,7.8409,8.35,20,0.85,34.25
restless legs syndrome,Gabapentin enacarbil,11,13,58.5455,7.3182,7.5625,16,0.6875,35.3125
restless legs syndrome,Horizant,12,9,57.2804,7.5152,7.9333,15,0.7333,37.4667
restless legs syndrome,Sinemet,13,12,47.2567,7.3295,7.6667,12,0.75,45.3333
restless legs syndrome,Klonopin,14,10,44.883,7.4308,7.9091,11,0.7273,73.0
restless legs syndrome,Neurontin,15,8,32.8221,7.6268,8.7143,7,1.0,103.7143
rheumatoid arthritis,Etanercept,1,1,221.7392,8.1373,8.3049,82,0.8293,40.1341
rheumatoid arthritis,Enbrel,2,2,211.9867,8.0768,8.2436,78,0.8205,42.0513
rheumatoid arthritis,Adalimumab,3,38,195.9179,6.5953,6.5435,92,0.6304,48.1848
rheumatoid arthritis,Humira,4,39,189.0369,6.5239,6.4607,89,0.618,49.764
rheumatoid arthritis,Methotrexate,5,22,175.6086,7.1796,7.2113,71,0.6761,78.1972
rheumatoid arthritis,Hydroxychloroquine,6,31,157.3131,6.7937,6.7576,66,0.6364,66.4697
rheumatoid arthritis,Rituximab,7,17,135.0565,7.5239,7.6596,47,0.7872,43.4043
rheumatoid arthritis,Golimumab,8,21,108.0484,7.2022,7.2703,37,0.7027,29.2432
rheumatoid arthritis,Leflunomide,9,36,101.5984,6.6382,6.5263,38,0.6053,66.2895
rheumatoid arthritis,Prednisone,10,9,101.408,7.7188,8.0,31,0.7742,71.0323
rheumatoid arthritis,Tofacitinib,11,40,95.1894,6.3451,6.1351,37,0.5946,31.7297
rheumatoid arthritis,Plaquenil,12,32,94.8606,6.7372,6.6471,34,0.5882,95.9118
rheumatoid arthritis,Infliximab,13,7,92.6038,7.8182,8.1852,27,0.7778,31.5185
rheumatoid arthritis,Simponi,14,18,92.3266,7.388,7.5517,29,0.7586,35.069
rheumatoid arthritis,Diclofenac,15,25,91.2286,7.1169,7.1667,30,0.7,19.8667
rhinitis,Fluticasone,1,4,150.995,7.1844,7.2241,58,0.6552,21.2931
rhinitis,Flonase,2,3,104.0677,7.2321,7.3143,35,0.6857,27.4857
rhinitis,Veramyst,3,2,38.8249,7.4719,8.1111,9,0.7778,18.5556
rhinitis,Allerx Dose Pack DF,4,1,25.945,7.7594,9.6,5,1.0,3.6
rosacea,Ivermectin,1,9,201.4575,7.4614,7.5309,81,0.7531,12.8148
rosacea,Doxycycline,2,5,192.1112,7.8543,8.0,71,0.7746,24.0986
rosacea,Soolantra,3,10,185.3703,7.4225,7.4932,73,0.7534,13.4795
rosacea,Azelaic acid,4,4,141.4456,7.8798,8.1064,47,0.8298,19.5957
rosacea,Metronidazole,5,12,130.0772,6.9179,6.9,50,0.66,30.12
rosacea,Oracea,6,3,120.6011,8.039,8.3784,37,0.8378,26.7297
rosacea,Brimonidine,7,17,115.7195,3.8029,3.4,95,0.2526,16.4
rosacea,Mirvaso,8,16,109.6781,3.9885,3.5542,83,0.2771,18.5663
rosacea,Finacea,9,7,108.6347,7.7154,7.9706,34,0.7941,24.4412
rosacea,Minocycline,10,1,88.2244,8.1364,8.7083,24,0.8333,20.0417
rosacea,Sulfacetamide sodium / sulfur,11,2,64.5455,8.0682,8.875,16,0.9375,17.8125
rosacea,MetroGel,12,11,56.8312,7.1039,7.1875,16,0.75,49.1875
rosacea,Isotretinoin,13,8,43.1748,7.6777,8.5,10,0.9,12.3
rosacea,Oxymetazoline,14,14,30.1767,4.9961,2.8182,11,0.1818,3.5455
rosacea,Rhofade,15,15,30.1767,4.9961,2.8182,11,0.1818,3.5455
schizoaffective disorde,Paliperidone,1,19,110.5193,6.2571,6.0652,46,0.5652,19.3261
schizoaffective disorde,Aripiprazole,2,12,109.169,6.8636,6.825,40,0.65,17.825
schizoaffective disorde,Ziprasidone,3,9,107.436,7.1614,7.2162,37,0.6757,17.5676
schizoaffective disorde,Abilify,4,11,103.1569,7.0189,7.0278,36,0.6667,19.5833
schizoaffective disorde,Geodon,5,10,101.9246,7.0832,7.1143,35,0.6571,18.4
schizoaffective disorde,Olanzapine,6,20,94.558,6.1782,5.9211,38,0.5263,14.2632
schizoaffective disorde,Quetiapine,7,13,92.3179,6.8616,6.8125,32,0.5938,19.0
schizoaffective disorde,Risperidone,8,17,83.5984,6.5216,6.3333,30,0.4333,18.8333
schizoaffective disorde,Invega,9,21,81.3098,6.0434,5.6875,32,0.5,22.9062
schizoaffective disorde,Seroquel,10,8,79.1884,7.303,7.4583,24,0.6667,23.8333
schizoaffective disorde,Lurasidone,11,1,78.5879,8.3097,9.1,20,0.95,22.95
schizoaffective disorde,Asenapine,12,6,73.1013,7.4518,7.7143,21,0.7619,25.0952
schizoaffective disorde,Saphris,13,7,73.1013,7.4518,7.7143,21,0.7619,25.0952
schizoaffective disorde,Zyprexa,14,14,65.9669,6.7245,6.5714,21,0.619,20.4762
schizoaffective disorde,Risperdal,15,16,60.1541,6.61,6.3684,19,0.3158,26.4211
schizophrenia,Paliperidone,1,27,146.1154,6.2394,6.1045,67,0.597,17.806
schizophrenia,Lurasidone,2,24,144.1875,6.5258,6.4355,62,0.5806,28.0806
schizophrenia,Aripiprazole,3,19,139.473,6.7233,6.6667,57,0.6316,22.6316
schizophrenia,Latuda,4,26,138.1962,6.4917,6.3898,59,0.5763,29.4915
schizophrenia,Abilify,5,23,119.4186,6.5485,6.4375,48,0.6042,25.6458
schizophrenia,Risperidone,6,29,108.8916,6.0663,5.8298,47,0.5319,20.6809
schizophrenia,Olanzapine,7,21,100.3942,6.692,6.5946,37,0.7297,24.4324
schizophrenia,Quetiapine,8,13,95.3757,7.0888,7.125,32,0.7188,19.0938
schizophrenia,Ziprasidone,9,16,88.7869,6.9264,6.9,30,0.7,19.5333
schizophrenia,Asenapine,10,4,87.5402,7.6029,7.8846,26,0.8462,18.2692
schizophrenia,Saphris,11,5,87.5402,7.6029,7.8846,26,0.8462,18.2692
schizophrenia,Geodon,12,14,83.4925,7.049,7.0741,27,0.7037,21.5556
schizophrenia,Invega,13,30,82.583,5.998,5.6364,33,0.5455,25.2727
schizophrenia,Clozapine,14,1,78.7494,8.0276,8.619,21,0.9048,61.8095
schizophrenia,Risperdal,15,31,65.8459,5.8894,5.36,25,0.52,26.92
sciatica,Cyclobenzaprine,1,8,101.9045,6.6582,6.5526,38,0.6316,41.4737
sciatica,Naproxen,2,7,83.0475,6.8227,6.75,28,0.7143,41.6071
sciatica,Diclofenac,3,3,61.177,7.3072,7.5294,17,0.7059,33.4706
sciatica,Flexeril,4,9,57.3587,6.5636,6.2778,18,0.5556,64.0
sciatica,Diclofenac / misoprostol,5,1,37.0817,7.7955,9.0,8,1.0,49.875
sciatica,Aleve,6,5,33.7519,7.0955,7.25,8,0.75,68.25
sciatica,Arthrotec,7,2,33.0486,7.6794,8.8571,7,1.0,57.0
sciatica,Voltaren,8,4,27.8812,7.2727,7.8333,6,0.5,55.1667
sciatica,Ibuprofen,9,6,26.6033,6.9394,6.8333,6,0.8333,21.6667
sciatica,Nabumetone,10,10,23.8345,6.2172,4.6667,6,0.5,34.6667
seasonal allergic conjunctivitis,Olopatadine,1,2,124.5281,7.0502,7.0652,46,0.6522,9.3043
seasonal allergic conjunctivitis,Patanol,2,1,65.2188,7.79,8.3529,17,0.8235,12.8235
seasonal allergic conjunctivitis,Pataday,3,3,50.0813,6.9196,6.8571,14,0.6429,10.7857
seasonal allergic conjunctivitis,Pazeo,4,4,25.8005,5.9952,4.2857,7,0.2857,7.0
seborrheic dermatitis,Ketoconazole,1,2,51.7516,7.1504,7.2857,14,0.6429,25.0714
seborrheic dermatitis,Xolegel,2,1,27.6682,7.2172,7.6667,6,0.6667,26.8333
sedation,Trazodone,1,3,199.731,7.5375,7.6203,79,0.7468,68.3671
sedation,Hydroxyzine,2,8,153.0823,6.6871,6.6308,65,0.6,33.6769
sedation,Promethazine,3,2,91.8724,7.5477,7.7857,28,0.7857,39.75
sedation,Lorazepam,4,1,52.0072,7.5964,8.1538,13,0.7692,22.0
sedation,Desyrel,5,5,35.1789,7.3955,8.0,8,0.875,99.625
sedation,Phenergan,6,6,30.3305,7.0479,7.1429,7,0.7143,74.8571
sedation,Vistaril,7,7,30.3305,7.0479,7.1429,7,0.5714,64.7143
sedation,Ativan,8,4,28.5201,7.4394,8.3333,6,0.6667,30.0
seizure prevention,Lamotrigine,1,3,154.3872,7.2522,7.3051,59,0.661,26.3898
seizure prevention,Clonazepam,2,1,127.6172,8.3382,8.7632,38,0.8421,18.3421
seizure prevention,Topiramate,3,6,123.5664,6.4747,6.3529,51,0.6275,22.4706
seizure prevention,Lamictal,4,4,108.3545,7.2226,7.2973,37,0.6486,37.1892
seizure prevention,Topamax,5,5,88.9544,6.6116,6.4688,32,0.625,32.3125
seizure prevention,Klonopin,6,2,56.2055,7.7657,8.4286,14,0.7857,26.5714
seizures,Levetiracetam,1,21,257.1239,6.3861,6.3333,138,0.5797,29.5652
seizures,Keppra,2,22,212.9583,6.2697,6.1909,110,0.5727,35.5727
seizures,Lacosamide,3,11,196.7972,7.03,7.0353,85,0.6588,32.5059
seizures,Vimpat,4,10,193.33,7.0948,7.1098,82,0.6707,33.6463
seizures,Zonisamide,5,20,104.3533,6.8182,6.7632,38,0.6842,24.8158
seizures,Phenytoin,6,15,89.3973,6.974,6.9667,30,0.6333,15.1
seizures,Zonegran,7,9,80.6523,7.2138,7.32,25,0.76,33.6
seizures,Dilantin,8,16,72.8906,6.9403,6.913,23,0.6087,17.913
seizures,Oxcarbazepine,9,12,71.3791,7.0267,7.0455,22,0.6818,19.6364
seizures,Trileptal,10,17,50.0813,6.9196,6.8571,14,0.6429,24.7143
seizures,Phenobarbital,11,3,49.6745,7.7045,8.4167,12,0.8333,13.75
seizures,Primidone,12,6,42.9192,7.6322,8.4,10,0.9,17.5
seizures,Aptiom,13,13,36.3506,6.9957,7.0,9,0.6667,11.4444
seizures,Eslicarbazepine,14,14,36.3506,6.9957,7.0,9,0.6667,11.4444
seizures,Keppra XR,15,8,34.7032,7.2955,7.75,8,0.75,12.375
sexual dysfunction ssri induced,Bupropion,1,5,104.3533,6.8182,6.7632,38,0.6053,35.2632
sexual dysfunction ssri induced,Sildenafil,2,3,64.6414,7.721,8.2353,17,0.8824,49.8235
sexual dysfunction ssri induced,Viagra,3,1,54.4719,7.9564,8.8462,13,0.9231,60.5385
sexual dysfunction ssri induced,Buspirone,4,4,41.469,6.8656,6.7273,11,0.7273,94.3636
sexual dysfunction ssri induced,Dextroamphetamine,5,2,30.011,7.8283,9.5,6,1.0,39.0
shift work sleep disorde,Armodafinil,1,4,91.4122,7.3149,7.4483,29,0.7586,21.2069
shift work sleep disorde,Nuvigil,2,3,84.5102,7.3397,7.5,26,0.7692,23.4231
shift work sleep disorde,Modafinil,3,2,65.5075,7.8245,8.4118,17,0.8824,38.7059
shift work sleep disorde,Provigil,4,1,52.6295,8.1629,9.3333,12,1.0,53.1667
sinus symptoms,Ibuprofen / pseudoephedrine,1,4,88.2066,7.8894,8.32,25,0.8,7.04
sinus symptoms,Advil Cold and Sinus,2,6,76.3713,7.7851,8.2381,21,0.8095,8.0952
sinus symptoms,Dexbrompheniramine / pseudoephedrine,3,1,43.0314,8.2814,10.0,9,1.0,5.3333
sinus symptoms,Drixoral Cold and Allergy,4,2,38.9844,8.1955,10.0,8,1.0,5.875
sinus symptoms,Acetaminophen / pseudoephedrine,5,3,30.6499,7.995,10.0,6,1.0,6.3333
sinus symptoms,Guaifenesin / phenylephrine,6,5,26.3384,7.877,10.0,5,1.0,10.6
sinusitis,Amoxicillin / clavulanate,1,22,240.6159,5.3737,5.2516,159,0.4277,23.9245
sinusitis,Azithromycin,2,5,213.03,7.1134,7.129,93,0.6452,26.4731
sinusitis,Levofloxacin,3,19,207.9011,5.629,5.4959,123,0.4634,25.3821
sinusitis,Clarithromycin,4,18,195.1498,5.7066,5.5676,111,0.4505,20.7658
sinusitis,Levaquin,5,16,168.1329,5.754,5.5889,90,0.4778,31.0111
sinusitis,Augmentin,6,14,157.8545,5.9012,5.7375,80,0.4625,38.2875
sinusitis,Moxifloxacin,7,12,137.3684,6.6219,6.5439,57,0.5789,16.9649
sinusitis,Avelox,8,13,134.54,6.5722,6.4821,56,0.5714,17.25
sinusitis,Cefdinir,9,23,121.9431,4.3949,4.0238,84,0.2619,15.1667
sinusitis,Zithromax,10,1,98.4226,7.8758,8.2414,29,0.8621,43.1034
sinusitis,Cefuroxime,11,4,87.6121,7.1977,7.2857,28,0.6786,33.0714
sinusitis,Sulfamethoxazole / trimethoprim,12,21,79.5806,5.4148,4.8889,36,0.3333,14.1944
sinusitis,Clindamycin,13,7,65.584,6.9347,6.9,20,0.65,45.65
sinusitis,Biaxin,14,10,61.0347,6.7067,6.5263,19,0.5789,38.6316
sinusitis,Ciprofloxacin,15,3,55.5867,7.2929,7.5333,15,0.6667,33.6
sjogren s syndrome,Hydroxychloroquine,1,1,88.9738,7.1197,7.1724,29,0.6897,60.9655
sjogren s syndrome,Plaquenil,2,3,61.1455,6.997,7.0,18,0.6667,74.8333
sjogren s syndrome,Cevimeline,3,4,42.2569,6.9961,7.0,11,0.7273,17.7273
sjogren s syndrome,Evoxac,4,2,33.7519,7.0955,7.25,8,0.75,22.0
skin and structure infection,Mupirocin,1,4,55.5867,7.2929,7.5333,15,0.7333,35.9333
skin and structure infection,Bactroban,2,1,53.3765,7.7964,8.5385,13,0.8462,40.8462
skin and structure infection,Amoxicillin / clavulanate,3,5,34.1237,6.5671,6.0,9,0.5556,14.1111
skin and structure infection,Linezolid,4,2,32.1426,7.4689,8.2857,7,0.8571,18.0
skin and structure infection,Zyvox,5,3,32.1426,7.4689,8.2857,7,0.8571,18.0
skin cance,Fluorouracil,1,1,58.9742,7.7374,8.3333,15,0.8667,65.6
skin cance,Carac,2,2,25.1582,7.5241,8.8,5,1.0,90.8
skin cance,Efudex,3,3,24.1748,7.23,7.8,5,0.6,79.8
skin or soft tissue infection,Cephalexin,1,4,169.7569,6.868,6.8472,72,0.625,30.8056
skin or soft tissue infection,Clindamycin,2,8,117.9462,6.2727,6.1,50,0.52,16.52
skin or soft tissue infection,Amoxicillin / clavulanate,3,6,73.4656,6.7753,6.6667,24,0.625,12.0417
skin or soft tissue infection,Keflex,4,1,69.4261,7.3409,7.55,20,0.75,47.85
skin or soft tissue infection,Augmentin,5,3,58.0014,6.9279,6.8824,17,0.7059,14.6471
skin or soft tissue infection,Doxycycline,6,5,56.8466,6.79,6.6471,17,0.6471,14.4118
skin or soft tissue infection,Clarithromycin,7,13,38.0843,4.9966,3.4,15,0.2,3.2
skin or soft tissue infection,Levofloxacin,8,12,29.1163,5.1777,3.0,10,0.2,6.5
skin or soft tissue infection,Azithromycin,9,2,28.0942,7.3283,8.0,6,0.8333,10.8333
skin or soft tissue infection,Metronidazole,10,9,26.7065,6.2057,4.8571,7,0.4286,3.7143
skin or soft tissue infection,Levaquin,11,11,24.215,5.6268,3.2857,7,0.2857,8.4286
skin or soft tissue infection,Minocycline,12,10,23.6215,6.1616,4.5,6,0.1667,5.8333
skin or soft tissue infection,Ciprofloxacin,13,7,22.6013,6.7594,6.2,5,0.6,3.4
smoking cessation,Varenicline,1,2,1653.6314,8.7836,8.8035,1079,0.8879,19.5227
smoking cessation,Chantix,2,1,1391.7992,8.787,8.8121,857,0.8915,19.6464
smoking cessation,Bupropion,3,6,436.1486,8.2318,8.3065,199,0.8191,32.4573
smoking cessation,Nicotine,4,5,286.9466,8.2793,8.4159,113,0.8496,24.3894
smoking cessation,Zyban,5,4,227.3942,8.5814,8.8228,79,0.8734,51.7215
smoking cessation,Nicoderm CQ,6,3,139.9882,8.6398,9.122,41,0.9024,29.4878
smoking cessation,Nicotrol Inhaler,7,8,76.3713,7.7851,8.2381,21,0.8095,38.0952
smoking cessation,Commit,8,7,68.1057,8.1348,8.9412,17,1.0,12.0
smoking cessation,Nicorette,9,10,47.5253,7.3712,7.75,12,0.75,26.6667
smoking cessation,Habitrol,10,9,28.3071,7.3838,8.1667,6,0.8333,14.6667
social anxiety disorde,Sertraline,1,4,387.1873,7.4199,7.4462,195,0.7436,44.9949
social anxiety disorde,Zoloft,2,3,343.5486,7.5309,7.5706,163,0.773,52.865
social anxiety disorde,Paroxetine,3,1,174.3944,7.7988,7.9524,63,0.7937,37.1111
social anxiety disorde,Paxil,4,2,148.8358,7.6861,7.8462,52,0.7885,43.0769
social anxiety disorde,Venlafaxine,5,6,74.6911,7.1117,7.1739,23,0.6957,27.6522
social anxiety disorde,Effexor XR,6,5,49.8164,7.2764,7.5385,13,0.6923,40.6923
soft tissue sarcoma,Pazopanib,1,2,58.9742,7.7374,8.3333,15,0.7333,41.1333
soft tissue sarcoma,Votrient,2,1,56.4839,7.8042,8.5,14,0.7857,44.0714
stomach ulce,Pantoprazole,1,5,55.974,6.9968,7.0,16,0.6875,37.9375
stomach ulce,Sucralfate,2,6,48.6895,6.7273,6.5,14,0.6429,35.3571
stomach ulce,Protonix,3,1,36.1303,7.5955,8.5,8,0.875,64.875
stomach ulce,Carafate,4,7,31.8491,6.6955,6.25,8,0.5,47.75
stomach ulce,Omeprazole,5,8,30.8978,6.4955,5.75,8,0.625,10.0
stomach ulce,Lansoprazole,6,2,27.8812,7.2727,7.8333,6,0.6667,15.0
stomach ulce,Prevacid,7,3,27.8812,7.2727,7.8333,6,0.6667,15.0
stomach ulce,Ranitidine,8,4,23.7814,7.1123,7.4,5,0.8,6.0
strep throat,Amoxicillin / clavulanate,1,4,122.9348,6.6379,6.551,49,0.5918,16.7143
strep throat,Clarithromycin,2,5,89.5931,5.6329,5.225,40,0.4,7.725
strep throat,Augmentin,3,2,75.5913,7.1974,7.3043,23,0.6522,24.913
strep throat,Cefdinir,4,6,41.1896,5.404,4.1333,15,0.2667,8.3333
strep throat,Biaxin,5,3,40.156,6.6482,6.2727,11,0.5455,14.4545
strep throat,Penicillin v potassium,6,1,26.1417,7.8182,9.8,5,1.0,12.6
supraventricular tachycardia,Metoprolol,1,6,136.3963,6.8471,6.8148,54,0.6111,43.0926
supraventricular tachycardia,Diltiazem,2,1,56.4336,7.404,7.7333,15,0.6667,24.5333
supraventricular tachycardia,Toprol-XL,3,5,38.8295,6.905,6.8,10,0.6,57.0
supraventricular tachycardia,Atenolol,4,2,31.01,7.2057,7.5714,7,0.7143,16.0
supraventricular tachycardia,Bisoprolol,5,7,23.8345,6.2172,4.6667,6,0.3333,24.0
supraventricular tachycardia,Adenosine,6,3,23.7814,7.1123,7.4,5,0.8,6.6
supraventricular tachycardia,Cartia XT,7,4,23.1914,6.9358,6.8,5,0.6,35.4
swine flu,Oseltamivir,1,1,49.5425,7.2364,7.4615,13,0.8462,8.6154
swine flu,Tamiflu,2,2,49.5425,7.2364,7.4615,13,0.8462,8.6154
systemic lupus erythematosus,Hydroxychloroquine,1,2,110.5054,7.5189,7.6944,36,0.7778,46.0278
systemic lupus erythematosus,Plaquenil,2,1,68.6674,7.5455,7.8947,19,0.7895,65.5263
systemic lupus erythematosus,Belimumab,3,3,65.5149,7.497,7.8333,18,0.7778,20.7222
systemic lupus erythematosus,Benlysta,4,4,65.5149,7.497,7.8333,18,0.7778,20.7222
systemic lupus erythematosus,Azathioprine,5,5,43.4005,5.9965,5.1429,14,0.3571,24.7143
systemic lupus erythematosus,Imuran,6,6,38.3915,5.9545,4.9167,12,0.3333,27.6667
temporomandibular joint disorde,Cyclobenzaprine,1,3,43.5699,7.2134,7.4545,11,0.7273,19.0909
temporomandibular joint disorde,Diazepam,2,1,38.033,7.9955,9.5,8,1.0,24.5
temporomandibular joint disorde,Valium,3,2,33.9546,7.89,9.4286,7,1.0,27.5714
tendonitis,Meloxicam,1,2,78.8872,7.2753,7.4167,24,0.7083,45.5417
tendonitis,Naproxen,2,3,63.5887,6.4821,6.1905,21,0.5714,18.3333
tendonitis,Mobic,3,1,38.033,7.9955,9.5,8,1.0,92.5
tinea corporis,Econazole,1,1,36.3681,7.6455,8.625,8,0.875,10.25
tinea corporis,Terbinafine,2,2,20.6344,6.1711,4.2,5,0.2,8.0
tinea pedis,Terbinafine,1,2,41.7317,6.9091,6.8182,11,0.6364,8.9091
tinea pedis,Lamisil,2,1,34.9411,7.3455,7.875,8,0.75,11.5
tinea versicol,Selenium sulfide,1,1,52.865,7.3042,7.5714,14,0.7143,29.6429
tinnitus,Alprazolam,1,1,101.9107,7.9502,8.3333,30,0.8667,57.1
tinnitus,Xanax,2,2,33.2751,7.7321,9.0,7,1.0,105.4286
tonsillitis pharyngitis,Azithromycin,1,4,115.1635,6.3152,6.1458,48,0.5417,19.3333
tonsillitis pharyngitis,Clarithromycin,2,5,59.4269,6.0579,5.5238,21,0.4286,8.0
tonsillitis pharyngitis,Amoxicillin,3,1,54.8136,7.5734,8.0714,14,0.7143,21.8571
tonsillitis pharyngitis,Cefdinir,4,3,30.7835,7.1531,7.4286,7,0.7143,9.1429
tonsillitis pharyngitis,Zithromax,5,2,28.0942,7.3283,8.0,6,0.8333,35.5
tourette s syndrome,Clonidine,1,1,64.264,7.0616,7.1053,19,0.6842,24.7368
tourette s syndrome,Pimozide,2,5,54.5455,6.8182,6.6875,16,0.5625,13.5
tourette s syndrome,Orap,3,3,53.6106,7.0337,7.0667,15,0.6,14.2
tourette s syndrome,Aripiprazole,4,2,33.514,7.0455,7.125,8,0.75,17.5
tourette s syndrome,Guanfacine,5,4,22.798,6.8182,6.4,5,0.6,10.2
trichomoniasis,Metronidazole,1,1,188.896,7.5636,7.6575,73,0.726,20.0548
trichomoniasis,Flagyl,2,2,36.1032,6.9481,6.8889,9,0.6667,27.6667
trigeminal neuralgia,Carbamazepine,1,7,183.6988,6.999,7.0,78,0.6538,27.4103
trigeminal neuralgia,Oxcarbazepine,2,1,101.7754,8.1441,8.6207,29,0.8966,38.1034
trigeminal neuralgia,Tegretol,3,9,88.4817,6.9026,6.8667,30,0.6333,40.4
trigeminal neuralgia,Gabapentin,4,2,79.6413,8.1185,8.7619,21,0.9524,55.0952
trigeminal neuralgia,Tegretol XR,5,4,43.1748,7.6777,8.5,10,0.9,24.9
trigeminal neuralgia,Trileptal,6,3,40.557,7.8052,8.8889,9,0.8889,58.2222
trigeminal neuralgia,Topiramate,7,8,39.3407,6.9959,7.0,10,0.7,18.5
trigeminal neuralgia,Topamax,8,10,32.5627,6.8455,6.625,8,0.625,22.625
trigeminal neuralgia,Baclofen,9,6,30.7835,7.1531,7.4286,7,0.7143,41.1429
trigeminal neuralgia,Neurontin,10,5,24.5682,7.3476,8.2,5,1.0,92.4
ulcerative colitis,Mesalamine,1,3,126.3553,7.1536,7.1957,46,0.7174,8.6304
ulcerative colitis,Infliximab,2,2,91.839,7.1645,7.2333,30,0.6667,25.8
ulcerative colitis,Prednisone,3,6,88.0594,7.0466,7.069,29,0.6552,24.4138
ulcerative colitis,Remicade,4,5,86.6992,7.1227,7.1786,28,0.6786,27.6071
ulcerative colitis,Azathioprine,5,9,62.5026,6.868,6.7895,19,0.6842,21.4737
ulcerative colitis,Lialda,6,1,57.5627,7.5522,8.0,15,0.8,7.5333
ulcerative colitis,Adalimumab,7,14,51.6883,6.461,6.0625,16,0.5625,22.0
ulcerative colitis,Humira,8,15,51.6883,6.461,6.0625,16,0.5625,22.0
ulcerative colitis,Budesonide,9,7,41.9943,6.9526,6.9091,11,0.7273,5.0
ulcerative colitis,Apriso,10,13,39.3681,6.5178,6.0,11,0.6364,11.2727
ulcerative colitis,Imuran,11,8,38.8295,6.905,6.8,10,0.7,34.7
